,File,Specie ID,Fdom,FminVoc,FmaxVoc,FCC1,FCC2,FCC3,FCC4,FCC5,FCC6,FCC7,FCC8,FCC9,FCC10,FCC11,FCC12,FCC13,FCC14,FCC15,FCC16,FCC17,FCC18,FCC19,FCC20,FCC21,FCC22,FCC23,SpectralCentroid,Bandwidth,SpectralFlatness,Length,DeltaFreq
530,JAGUAS253_20121114_084107.wav,Hyloxalus,4392.689405487805,4306.640625,4888.037109375,0.25928,0.3434,-0.1401,-27.466,0.96507,1.2153,-0.70091,-27.238,-0.31108,0.39012,0.35475,-27.629,0.14417,-0.030325,-0.54115,-0.44653,-0.03837,-0.12457,-0.13368,0.39319,-0.12527,-0.64616,-0.16754,4697.531681130313,118.4685950840364,0.4570063948631287,0.301859410430839,581.396484375
534,JAGUAS253_20121114_084107.wav,Hyloxalus,4457.310022865854,4392.7734375,4888.037109375,1.0691,-0.43573,-0.42535,-27.871,0.37297,1.0401,-0.14817,-28.28,0.50681,0.00026747,-0.30694,-28.457,0.34066,-0.33539,-0.3234,-0.74816,-0.24281,0.033447,0.033982,0.74032,0.26498,-0.90575,-0.14682,4721.521284303773,95.21741025858971,0.4389214515686035,0.2786394557823129,495.263671875
536,JAGUAS253_20121114_084107.wav,Hyloxalus,4414.201600609756,4306.640625,4952.63671875,-0.2765,0.50967,0.24136,-25.807,0.64985,0.3774,0.37888,-25.146,1.452,-0.022881,0.46984,-25.868,1.1313,-0.74069,0.17939,0.22655,0.46927,-0.41678,-0.020657,-0.73091,-0.62353,-0.29277,-0.21398,4729.723874832696,123.8182119634357,0.486061155796051,0.3366893424036279,645.99609375
538,JAGUAS253_20121114_084107.wav,Hyloxalus,4500.355421112805,4414.306640625,4909.5703125,0.53144,0.16974,0.084477,-25.952,-0.4237,-0.21676,-0.34128,-27.238,0.21764,-0.12789,-0.077626,-26.711,1.0171,0.066954,-0.54795,-0.16614,0.16188,-0.034261,-0.21081,0.13281,0.87729,0.29067,-0.022284,4720.153297150449,100.1348765129678,0.4669179320335388,0.3366893424036279,495.263671875
539,JAGUAS253_20121114_084107.wav,Hyloxalus,4457.246998856707,4328.173828125,5081.8359375,-0.46314,0.30013,-0.66794,-25.768,0.67965,-0.38838,0.81405,-26.468,-0.11297,0.068752,0.79139,-27.147,0.92506,0.30668,-0.78112,-0.28352,0.46273,0.0021819,-0.037726,-0.60432,-0.052381,0.46322,-1.5273,4751.737893671583,117.0978555946637,0.3738939762115479,0.2786394557823133,753.662109375
541,JAGUAS253_20121114_084107.wav,Hyloxalus,4586.383193597561,4392.7734375,4888.037109375,-0.8032,-0.16692,0.16828,-29.231,1.0938,-0.51257,0.044206,-27.591,-0.8684,-0.22243,0.43614,-27.892,-0.044119,-0.56364,0.42708,0.16974,0.25303,-0.13224,0.086266,0.26397,-0.53637,0.0022231,0.057509,4720.019497037917,94.75693532962863,0.4111570715904236,0.2902494331065757,495.263671875
544,JAGUAS253_20121114_084107.wav,Hyloxalus,4328.131812118902,4285.107421875,4909.5703125,0.40285,-0.061729,0.36931,-25.966,0.78643,0.66984,-0.030478,-26.149,0.39455,0.41049,0.81801,-26.183,0.59683,-0.044098,0.16743,-0.45358,0.064661,0.0058772,-0.067294,0.5543,-0.09065,-0.59308,-0.12539,4701.057820521773,133.4471201285575,0.4562970995903015,0.3715192743764177,624.462890625
545,JAGUAS253_20121114_084107.wav,Hyloxalus,4866.020722179878,4371.240234375,4866.50390625,0.4492,1.4721,-0.25615,-29.291,0.48038,-0.32766,-0.17826,-29.008,1.2226,-0.73449,-0.20277,-27.556,0.96579,0.60877,-0.044137,0.32487,0.1722,-0.28778,0.070671,1.1065,-0.14397,1.5715,0.040373,4703.476597560182,103.2133431378188,0.4465092420578003,0.3250793650793646,495.263671875
546,JAGUAS253_20121114_084107.wav,Call bird 2,5446.765958460365,4285.107421875,7278.22265625,2.5222,-0.27833,0.91204,-14.824,2.4707,-0.35031,0.6733,-14.593,2.177,-0.11697,0.40573,-14.737,2.1202,0.37117,0.33932,-0.097274,-0.13399,0.2165,-0.19091,0.11785,-0.0026285,0.28006,0.086167,5693.363241004218,533.046436104554,0.4197844564914703,0.3715192743764177,2993.115234375
549,JAGUAS253_20121114_084107.wav,Hyloxalus,4629.428591844512,4414.306640625,4888.037109375,-0.44194,0.24775,0.14188,-26.931,0.4908,0.37837,0.05005,-27.049,0.017348,-0.46739,0.47069,-29.826,0.72333,0.73375,0.11577,-0.15455,0.38842,0.162,-0.0087015,-2.6037,-0.11338,0.53526,-0.13155,4704.086986716531,94.8391167530278,0.4612756073474884,0.2902494331065757,473.73046875
554,JAGUAS253_20121114_084107.wav,Hyloxalus,4866.104754192073,4457.373046875,4866.50390625,0.16316,0.40829,0.65635,-31.16,1.1874,0.38768,-0.31911,-31.312,0.053764,0.61814,-0.018557,-26.973,0.53106,-0.74948,-0.31761,0.9057,0.12263,-0.38592,-0.32465,2.9041,-0.27349,-0.67351,0.33821,4711.638329642664,84.02866759352058,0.4643582701683044,0.2670294784580509,409.130859375
555,JAGUAS253_20121114_084107.wav,Call bird 2,4284.93935785061,4112.841796875,7041.357421875,1.4984,0.23982,0.16439,-15.402,1.7042,0.86503,0.2038,-15.981,2.2658,-0.25484,1.0515,-15.872,2.0276,0.23286,0.0056086,-0.01463,0.1764,-0.0023205,-0.052928,-0.15895,-0.22195,-0.068759,-0.54265,5529.427926568755,567.8491178462806,0.4131926298141479,0.3366893424036288,2928.515625
556,JAGUAS253_20121114_084107.wav,Hyloxalus,4758.438738567073,4349.70703125,4888.037109375,0.77082,-0.36823,0.26674,-30.885,1.2774,0.53558,0.17241,-29.824,0.92584,-0.50863,-0.64903,-27.875,-0.10228,0.74132,0.36988,0.56172,-0.29103,0.36985,0.034382,1.6374,-0.76734,0.17307,0.55662,4692.921389244206,95.35549804006322,0.46224644780159,0.3018594104308381,538.330078125
559,JAGUAS253_20121114_084107.wav,Call bird 2,4629.197503810976,4177.44140625,6933.69140625,2.0041,0.23416,-0.02822,-11.536,1.1856,-0.038859,0.32566,-11.895,1.6292,0.20474,0.51599,-12.048,1.9596,0.27804,0.21764,-0.080276,-0.014845,0.014624,0.081953,-0.21223,0.57444,0.17316,-0.32612,5431.999244054658,635.3033922589035,0.4708978533744812,0.8126984126984134,2756.25
568,JAGUAS253_20121114_084107.wav,Hyloxalus,4715.43535632622,4371.240234375,4866.50390625,-0.89271,0.43198,0.19371,-26.224,-1.1344,-0.3596,-0.45792,-28.541,-0.026645,-1.1565,-0.078202,-27.394,-0.172,-0.64749,0.10732,0.32044,0.24024,-0.35982,-0.028798,-0.49186,0.048171,0.6503,0.41858,4684.555012537689,102.6905085809593,0.5702017545700073,0.3831292517006801,495.263671875
569,JAGUAS253_20121114_084107.wav,Call bird 2,6524.455506859756,6416.89453125,8505.615234375,1.3186,-0.32214,0.27344,-14.33,1.4112,-0.16851,0.51804,-13.554,1.5483,0.016878,0.10091,-13.015,1.3666,-0.54184,0.18813,0.094519,0.015983,-0.073235,-0.028436,0.78548,-0.13718,-0.35617,-0.078688,7185.291548772577,503.5456698881785,0.5974416732788086,0.2786394557823151,2088.720703125
573,JAGUAS253_20121114_084107.wav,Hyloxalus,4586.40420160061,4414.306640625,4801.904296875,0.38356,-0.13929,0.024089,-32.989,0.7232,-0.81721,0.044454,-31.451,-0.14439,-0.12227,0.59942,-31.033,0.21559,0.16419,0.51934,0.83004,-0.05599,0.10116,0.16508,-0.058429,0.010174,0.48219,-0.050222,4666.523892325875,87.11199157408473,0.4648246765136719,0.2089795918367336,387.59765625
587,JAGUAS253_20121114_084107.wav,Call bird 2,4758.312690548781,4220.5078125,6632.2265625,0.95442,-0.2642,0.089824,-17.965,1.6089,-0.44598,0.45347,-17.229,1.768,-0.3069,0.17117,-17.973,2.0553,-0.33525,0.19038,-0.045049,0.36694,-0.023684,0.03352,-0.30921,-0.18361,0.076711,-0.17221,5619.764983769388,506.1403944685269,0.3658051192760468,0.3250793650793646,2411.71875
588,JAGUAS253_20121114_084107.wav,Call bird 2,3035.824504573171,2670.1171875,7493.5546875,2.9755,0.32192,0.76247,-14.919,3.2483,0.1188,0.38738,-15.571,3.0206,0.12479,0.36778,-16.331,3.1355,-0.31176,0.1341,-0.28476,0.053346,-0.21123,-0.20946,-0.65911,-0.078975,-0.11671,0.070708,5463.663124813672,807.1814313837302,0.3677509427070618,0.3018594104308399,4823.4375
596,JAGUAS253_20121114_084107.wav,Call bird 2,4758.312690548781,4220.5078125,7235.15625,1.9139,-0.23844,0.67766,-14.665,1.9327,-0.148,-0.035718,-16.361,1.5587,-0.35178,0.24094,-16.969,1.7899,-0.18557,-0.039936,0.11251,-0.041343,0.017622,-0.2392,-1.6244,0.10626,0.037884,0.21625,5625.911627624882,520.0450984896877,0.3586937189102173,0.2902494331065775,3014.6484375
605,JAGUAS253_20121114_084107.wav,Call bird 2,4866.16777820122,4521.97265625,6029.296875,1.3808,0.16781,-0.41313,-22.463,0.87934,0.45362,0.42912,-22.285,0.7776,0.136,-0.074184,-21.651,0.61795,-0.071937,-0.47185,0.098825,-0.25429,-0.079915,-0.019576,0.57488,0.17092,-0.24688,-0.61996,5465.871381104388,366.7199277853451,0.3260004818439484,0.2670294784580562,1507.32421875
608,JAGUAS253_20121114_084107.wav,Call bird 2,4866.293826219512,4651.171875,6869.091796875,1.283,0.074204,-0.084017,-17.89,1.6876,-0.3358,-0.12853,-18.634,1.3152,0.32254,0.50694,-18.846,1.3373,0.093688,0.14491,-0.15677,0.018097,0.0064947,0.076307,-0.34916,-0.19127,0.090573,-0.15876,5711.281695462408,485.7555367771222,0.3752983510494232,0.2786394557823115,2217.919921875
611,JAGUAS253_20121114_084107.wav,Call bird 2,4306.367520960366,4026.708984375,7127.490234375,1.7677,-0.12304,0.42656,-15.762,2.2595,-0.036657,0.43993,-17.09,1.3483,0.48094,0.43416,-16.775,1.916,-0.081812,0.13351,0.032658,0.049437,0.013744,-0.097682,-0.39836,0.037966,-0.32457,-0.15701,5621.972658894331,565.8991133600948,0.3936578035354614,0.3482993197278859,3100.78125
612,JAGUAS253_20121114_084107.wav,Call bird 2,4457.183974847561,4263.57421875,6546.09375,1.4714,0.085181,0.63706,-20.217,1.3316,0.27663,0.81646,-20.41,1.1515,0.33544,0.40191,-20.788,1.1218,0.44177,0.34971,-0.17276,-0.11654,0.11886,-0.095784,-0.21506,0.055027,-0.04256,-0.1158,5514.483996315287,453.5649023370565,0.3363303244113922,0.2554195011337868,2282.51953125
614,JAGUAS253_20121114_084107.wav,Call bird 2,4887.827029344512,4672.705078125,6890.625,1.3535,-0.45052,0.36097,-19.287,1.3741,-0.11889,0.046772,-19.357,1.5208,0.21296,-0.38424,-18.542,1.6533,0.13493,-0.092912,-0.15298,0.099948,0.19515,-0.15129,1.0095,0.055926,-0.20483,0.30276,5577.973560086183,467.1860762097314,0.381014496088028,0.2902494331065739,2217.919921875
616,JAGUAS253_20121114_084107.wav,Call bird 2,4371.135194359756,4263.57421875,7149.0234375,1.9359,0.019149,0.25879,-14.591,1.7698,0.087002,-0.066015,-15.82,2.0004,0.28071,0.38751,-15.0,1.9968,-0.094526,0.59404,0.1748,0.020296,-0.037892,0.11175,-0.056732,0.081212,-0.22155,0.26566,5675.027935588138,557.0265527204466,0.4283446967601776,0.4179591836734673,2885.44921875
617,JAGUAS253_20121114_084107.wav,Call bird 2,4457.162966844512,4242.041015625,6998.291015625,1.5917,0.40018,0.49262,-17.271,1.8105,-0.20437,0.61489,-17.366,1.9722,-0.30164,-0.26564,-17.723,1.3675,0.042708,-0.11134,-0.24188,-0.074753,-0.11916,-0.20132,-0.042464,-0.41173,0.47445,0.016017,5573.00744094534,524.1074138007288,0.3728378117084503,0.3250793650793682,2756.25
619,JAGUAS253_20121114_084107.wav,Call bird 2,4285.002381859756,4177.44140625,6503.02734375,0.93764,0.060235,0.13185,-19.732,1.4758,-0.47344,0.18855,-17.957,1.1483,0.13847,0.30163,-18.7,0.90295,-0.21167,0.16097,0.29485,-0.011564,-0.090636,0.0097078,-0.29771,-0.39176,0.091767,-0.09868,5515.812324544289,506.0870350712426,0.3864788115024567,0.2902494331065739,2325.5859375
624,JAGUAS253_20121114_084107.wav,Call bird 2,4909.23418445122,4565.0390625,7170.556640625,1.4649,0.43235,0.20971,-16.924,1.5958,0.28492,0.096543,-17.85,1.1084,0.39851,-0.14845,-17.601,1.0366,-0.14878,-0.039605,-0.099972,-0.14276,-0.19371,-0.083104,-0.064505,-0.10135,-0.19993,0.11101,5739.376495161921,513.3042629484096,0.3525626063346863,0.2902494331065739,2605.517578125
629,JAGUAS253_20121114_084107.wav,Call bird 2,5640.627810594512,4543.505859375,5943.1640625,1.3372,0.68888,0.2447,-23.077,0.25023,0.74457,-0.49447,-24.053,0.37792,0.31352,-0.59391,-23.615,0.031427,-0.020337,0.16902,-0.25387,-0.43526,-0.23641,-0.025226,0.33038,0.37024,-0.19477,0.75105,5347.988833099189,364.2908398762719,0.4931949973106384,0.2670294784580491,1399.658203125
639,JAGUAS253_20121114_102107.wav,Henicorhina leucosticta,1916.329030106707,1787.255859375,3402.24609375,1.0273,-0.15714,0.39994,-24.521,0.66787,-0.42384,0.20568,-24.272,0.96887,0.10335,0.049263,-23.904,0.56488,0.090613,-0.14566,-0.065679,-0.15415,0.082585,-0.18187,0.59143,-0.022266,0.12698,-0.00032574,2636.26920166993,427.5316422004595,0.5518948435783386,0.5688888888888881,1614.990234375
642,JAGUAS253_20121114_102107.wav,Henicorhina leucosticta,2131.535013338415,1873.388671875,3359.1796875,1.2769,-0.29179,0.32638,-24.965,0.59209,-0.11852,0.32647,-26.202,0.78679,0.14116,0.48579,-26.001,1.2662,-0.29779,0.7898,-0.0083738,-0.0035591,-0.0020005,0.15447,-0.40499,0.58208,-0.30611,0.15196,2812.518130295483,390.2986967326613,0.4762373268604279,0.4063492063492067,1485.791015625
644,JAGUAS253_20121114_102107.wav,Call bird 1,3143.805640243902,3100.78125,6180.029296875,1.6547,0.12014,0.26408,-12.914,1.832,0.012064,0.45753,-12.648,1.7516,0.10248,0.34352,-13.12,1.5747,-0.12882,0.0027766,-0.111,-0.026677,-0.082987,-0.087101,-0.17241,-0.1771,-0.061614,-0.26709,4772.665850510202,860.0573236023744,0.516711950302124,0.9171882086167802,3079.248046875
647,JAGUAS253_20121114_102107.wav,Call bird 1,3208.153153582317,2906.982421875,6459.9609375,1.82,0.24472,-0.15012,-14.471,1.7728,0.18789,0.23492,-15.12,1.8627,0.030325,0.14792,-15.141,1.3822,0.23918,0.068771,0.0053,-0.14596,-0.001846,0.072962,-0.35392,-0.21663,0.13285,-0.23209,5158.897629314501,1092.79449173094,0.585009753704071,0.5572789115646266,3552.978515625
649,JAGUAS253_20121114_102107.wav,Henicorhina leucosticta,1873.346655868902,1830.322265625,3940.576171875,1.349,-0.087785,0.27951,-23.043,1.0959,-0.18637,0.61586,-23.501,0.63487,-0.20303,-0.10809,-23.728,1.1899,0.13427,-0.14756,-0.064254,-0.053039,0.074019,-0.14236,-0.35933,0.4041,0.21795,-0.18791,2944.541971223638,475.4719276685319,0.4687930941581726,0.4760090702947846,2110.25390625
651,JAGUAS253_20121114_102107.wav,Call bird 1,3423.527200838415,3165.380859375,6158.49609375,1.8993,-0.055725,0.88348,-16.852,1.8052,-0.053159,0.44632,-17.029,1.8332,-0.00077215,0.60728,-15.841,1.7937,0.16586,0.18419,0.22647,-0.035197,0.073861,-0.23309,0.75985,0.027238,0.082032,0.0070358,5119.625668260175,838.1096868792008,0.5628640651702881,0.4760090702947863,2993.115234375
660,JAGUAS253_20121114_102107.wav,Call bird 1,3423.527200838415,3165.380859375,6266.162109375,1.942,0.038931,-0.022556,-16.475,1.6429,-0.12597,0.14501,-16.835,1.6537,0.039941,0.42158,-16.566,1.7364,0.18083,0.15832,-0.029543,-0.068524,0.0473,0.060293,0.1328,0.1909,0.15289,-0.21541,5262.583304788427,846.2163641118309,0.5198061466217041,0.4643990929705204,3100.78125
661,JAGUAS253_20121114_102107.wav,Call bird 1,3186.872046493902,3143.84765625,6223.095703125,1.5215,0.26614,0.41059,-16.576,1.3444,-0.044051,-0.44698,-18.073,1.6724,0.048628,0.12517,-17.576,1.5911,-0.093982,0.37855,-0.22607,0.023213,-0.12004,-0.01068,0.087237,0.0479,0.08379,0.55547,5362.632729545191,798.1134066492663,0.5566231608390808,0.4295691609977332,3079.248046875
663,JAGUAS253_20121114_102107.wav,Call bird 1,3660.182355182927,3186.9140625,6093.896484375,1.4817,-0.024123,0.32162,-17.523,1.2173,0.11365,0.22611,-18.23,0.70368,-0.48899,0.18764,-18.224,1.813,0.24235,0.35019,-0.057653,0.11045,0.088823,0.0095211,-0.2614,0.68684,0.29678,0.12903,5134.296239999689,732.2648691694452,0.532808780670166,0.4179591836734673,2906.982421875
664,JAGUAS253_20121114_102107.wav,Call bird 1,3724.634908536585,3100.78125,6223.095703125,2.061,-0.054329,0.7545,-17.821,1.7908,-0.040496,0.43779,-18.076,1.8408,0.07006,0.21452,-17.323,1.6054,-0.46896,0.026564,0.099887,-0.15187,-0.13821,-0.24264,0.47539,0.017436,-0.27643,0.064374,5293.4737247643,779.0741898646826,0.5040261149406433,0.4411791383219921,3122.314453125
665,JAGUAS253_20121114_102107.wav,Saltator maximus,6244.46084222561,6072.36328125,6976.7578125,0.48276,-0.26541,-0.23694,-16.68,0.56419,-0.002204,-0.23372,-18.458,1.3828,-0.28036,-0.24265,-17.333,0.89992,-0.48485,0.24184,-0.16337,0.13906,-0.073149,0.15959,0.48158,-0.28213,-0.23385,0.24063,6511.695568586319,144.8229110866248,0.2996820211410522,0.4760090702947863,904.39453125
669,JAGUAS253_20121114_102107.wav,Call bird 1,3703.227753429878,3208.447265625,6223.095703125,1.7322,-0.045659,0.26068,-14.583,1.9306,0.019997,0.1216,-14.472,1.7045,-0.014501,-0.071539,-14.444,1.9098,-0.10788,0.055611,0.047853,0.059201,-0.020741,-0.068356,0.012197,0.0034233,-0.079519,0.13312,4895.37867951009,943.3770718962135,0.6519854068756104,0.7430385487528355,3014.6484375
678,JAGUAS253_20121114_102107.wav,Call bird 1,3294.517054115854,3229.98046875,6223.095703125,1.9373,-0.14962,0.5034,-16.722,2.3045,-0.61958,0.55315,-17.583,2.0356,-0.811,0.095206,-19.601,2.1523,-0.41444,0.64465,-0.1944,0.071665,-0.088273,0.047085,-2.1567,-0.12529,0.43326,0.24985,4906.454526285681,854.8149699864628,0.6357070207595825,0.3134693877550987,2993.115234375
679,JAGUAS253_20121114_102107.wav,Call bird 1,3423.527200838415,3165.380859375,6136.962890625,1.5456,0.043275,0.10176,-17.074,1.3275,0.48827,0.29423,-17.021,1.4029,0.077418,0.54433,-16.964,1.8483,0.13747,-0.086993,-0.1239,0.10091,0.031398,-0.062917,0.26929,0.3317,-0.19247,-0.4119,4905.224673588339,942.9264538676356,0.5949224233627319,0.5108390022675735,2971.58203125
681,JAGUAS253_20121114_102107.wav,Call bird 1,3703.248761432927,3229.98046875,6352.294921875,1.946,-0.15744,0.037986,-18.56,1.6951,-0.14131,0.15569,-18.518,1.6764,0.017037,0.50527,-18.656,1.6099,0.29709,0.32937,-0.0785,-0.11203,0.15151,0.097127,0.00026349,0.092184,0.13196,-0.1468,5222.333508467771,920.197334716788,0.5870410799980164,0.3366893424036235,3122.314453125
682,JAGUAS253_20121114_102107.wav,Saltator maximus,6136.920874618902,6093.896484375,7536.62109375,1.401,0.62039,0.17805,-14.942,1.2008,-0.45641,0.30738,-14.685,0.73464,-0.20181,0.43655,-14.982,0.84354,0.21436,0.17423,-0.093212,-0.18582,-0.13534,-0.0012743,-0.028163,0.15453,0.74649,-0.19582,6754.812422814829,227.039954865811,0.1923637390136719,0.4992290249433111,1442.724609375
685,JAGUAS253_20121114_102107.wav,Call bird 1,4262.943978658536,3617.578125,6524.560546875,1.5197,-0.29155,-0.28246,-18.916,1.4215,-0.34169,-0.023398,-18.679,1.6789,0.050095,0.074131,-18.757,1.5173,0.093188,0.15949,-0.31398,-0.00082889,0.12825,0.14732,0.51121,-0.031739,0.046619,-0.086853,5715.525325591359,739.3269570019952,0.5193952322006226,0.3366893424036235,2906.982421875
686,JAGUAS253_20121114_102107.wav,Henicorhina leucosticta,1657.846560594512,1442.724609375,3531.4453125,1.3144,-0.53717,0.37098,-26.505,1.0452,-0.13288,0.78523,-26.423,1.1109,-0.45103,0.069555,-25.639,1.3113,-0.15291,0.51866,0.24948,-0.0010292,0.12809,0.049225,0.4506,0.23481,-0.053085,0.01743,2519.999001357214,523.0285859779533,0.4440512657165527,0.3947392290249425,2088.720703125
690,JAGUAS253_20121114_102107.wav,Call bird 1,3466.698647103658,3316.11328125,6330.76171875,1.8058,0.033089,0.28239,-17.971,2.0661,0.12767,0.54416,-17.341,1.8033,-0.27896,0.29265,-17.499,2.01,-0.11036,0.36427,0.084544,0.068055,-0.047818,0.027293,0.030554,-0.026846,0.037009,-0.095079,5305.847687147098,803.051205489748,0.5513631105422974,0.4063492063492049,3014.6484375
692,JAGUAS253_20121114_102107.wav,Call bird 1,3552.495331554878,3057.71484375,6266.162109375,1.8901,-0.24079,0.077132,-18.274,1.6105,-0.058984,-0.010191,-17.595,1.965,-0.14381,0.59618,-17.181,2.002,0.26398,0.24606,0.1535,0.03729,0.16826,0.056308,0.52325,0.1583,0.11299,-0.1314,5263.281082660304,824.2221364729827,0.5347734093666077,0.4063492063492049,3208.447265625
694,JAGUAS253_20121114_102107.wav,Call bird 1,3208.258193597561,3014.6484375,6093.896484375,1.7577,0.27456,0.41176,-16.348,1.554,0.15672,0.40393,-17.065,1.864,0.34048,-0.076507,-16.286,1.5344,-0.049479,0.19321,0.17275,-0.07442,-0.10801,-0.072851,0.16163,-0.062962,-0.13605,0.13878,4858.877783696309,899.9955232876923,0.5866594910621643,0.6037188208616726,3079.248046875
698,JAGUAS253_20121114_102107.wav,Henicorhina leucosticta,1808.45293445122,1464.2578125,3337.646484375,1.288,-0.71014,0.43019,-27.155,1.3894,0.22268,0.48728,-27.599,0.36086,-0.2024,0.07657,-27.078,0.82263,-0.21072,0.13683,0.083215,-0.15511,0.16647,-0.097787,0.1742,0.18017,-0.47057,0.0015871,2516.465349553894,490.4973098436191,0.4450651705265045,0.3715192743764177,1873.388671875
702,JAGUAS253_20121114_102107.wav,Call bird 1,3208.342225609756,3100.78125,6352.294921875,1.3424,0.10683,0.032831,-15.659,1.6223,-0.14153,0.2146,-15.819,1.5106,0.13934,0.077049,-15.378,1.6831,-0.010132,0.42412,0.23218,0.11356,-0.038987,0.13043,0.013433,-0.053634,0.049444,0.082654,5075.422626303712,1042.311014811133,0.5460129976272583,0.5804988662131549,3251.513671875
704,JAGUAS253_20121114_102107.wav,Call bird 1,3574.217606707317,3273.046875,6266.162109375,1.4304,-0.55299,0.34619,-18.745,1.7619,0.33885,0.26908,-19.249,1.8648,0.11743,0.18295,-18.468,2.0713,0.025319,0.14462,-0.072582,0.21365,0.19277,-0.067191,0.63738,-0.062499,-0.49198,0.019392,5222.644065796551,857.0660884940717,0.498643159866333,0.3831292517006801,2993.115234375
707,JAGUAS253_20121114_102107.wav,Saltator maximus,6416.684451219512,6201.5625,7213.623046875,0.9778,-0.25036,0.0066681,-16.708,0.52093,0.13713,0.38886,-17.702,0.93136,0.45337,-0.61897,-18.315,0.72846,-0.39201,-0.17033,-0.25741,-0.083114,-0.047218,-0.059,-0.72377,0.12699,-0.61644,0.033227,6590.815812036678,132.6583295554235,0.2393325716257095,0.4643990929705168,1012.060546875
708,JAGUAS253_20121114_102107.wav,Call bird 1,3251.387623856707,3122.314453125,7773.486328125,2.9141,0.12521,0.12317,-10.412,2.8687,-0.30107,0.35066,-10.814,2.744,-0.023871,0.21203,-10.928,2.7667,0.22175,0.40207,-0.35847,-0.049126,0.032182,0.092966,0.22255,0.034075,0.33595,-0.018722,6216.08329095258,921.5165676690809,0.4518710970878601,0.7314285714285731,4651.171875
710,JAGUAS253_20121114_102107.wav,Henicorhina leucosticta,1700.870950838415,1442.724609375,3940.576171875,1.3551,0.52235,0.25286,-24.729,0.82972,-0.019079,0.34707,-24.286,0.75623,-0.31552,0.1513,-24.145,1.6961,0.076328,0.056963,0.2586,0.11369,-0.14868,-0.0653,-0.025455,0.73263,0.46664,-0.094271,2566.349418309783,598.2375262700183,0.3910621106624603,0.3947392290249425,2497.8515625
711,JAGUAS253_20121114_102107.wav,Call bird 1,2971.519007240854,2906.982421875,6632.2265625,2.1559,0.30422,0.33131,-17.776,2.1778,-0.084165,0.4629,-18.307,1.9014,0.048369,0.92918,-17.709,1.6969,0.28824,0.41962,0.098133,-0.15301,-0.0053275,0.029437,0.18514,-0.1132,0.31413,-0.32058,5568.390160679113,918.7799819468473,0.4740928113460541,0.3366893424036306,3725.244140625
712,JAGUAS253_20121114_102107.wav,Call bird 1,3445.102419969513,3229.98046875,6330.76171875,1.7653,-0.13196,0.3064,-17.846,1.5077,-0.21731,0.096516,-17.585,1.5781,-0.073699,0.18403,-17.88,1.551,0.17869,0.35303,-0.099602,-0.07143,0.10355,0.015542,-0.015166,0.11528,0.16886,0.18944,5263.485168136804,857.691127629127,0.518409252166748,0.4063492063492049,3100.78125
713,JAGUAS253_20121114_102107.wav,Saltator maximus,6911.569979039635,6309.228515625,7105.95703125,0.88722,0.53779,0.18417,-19.79,0.76555,-0.32623,-0.32576,-20.514,0.94838,0.56065,-0.30024,-20.043,-0.18293,0.60912,-0.58426,-0.31798,-0.35672,0.023776,-0.25614,0.58585,-0.50482,0.45625,0.11295,6597.663160379819,124.3572607416843,0.2294644415378571,0.4179591836734673,796.728515625
714,JAGUAS253_20121114_102107.wav,Call bird 1,3552.411299542683,2971.58203125,6266.162109375,1.7825,-0.10813,0.37763,-16.949,2.0316,-0.038468,0.0076724,-16.801,2.1704,-0.14994,0.14942,-17.202,1.9548,0.36457,0.50265,-0.13096,0.057433,0.15757,0.041674,-0.13056,-0.23237,0.22243,0.36159,4976.265263154085,963.4977949926856,0.6173584461212158,0.5688888888888926,3294.580078125
719,JAGUAS253_20121114_113107.wav,Coereba flaveola,6070.955745045731,4629.638671875,9840.673828125,2.7923,-0.36546,0.073741,2.209,2.2179,-0.41523,0.23779,3.2593,3.5161,-0.66433,-1.0409,1.3311,2.7117,-0.44383,0.1005,0.029571,-0.02688,-0.026125,0.0089202,-1.4474,-0.11501,0.13513,0.48869,7306.029287734917,1108.384180204475,0.4455823004245758,1.811156462585034,5211.03515625
723,JAGUAS253_20121114_113107.wav,Coereba flaveola,6071.796065167683,5490.966796875,10120.60546875,1.4879,-0.6702,-0.089181,0.41545,1.7131,-0.40385,0.12055,0.26152,1.4966,-0.33754,-0.15089,0.0034691,1.4865,-0.47838,0.056618,0.0036804,-0.00047765,0.063939,0.0486,-0.34054,-0.11763,-0.20359,-0.001111,8028.865386135786,834.6195189036634,0.4441018402576447,1.253877551020409,4629.638671875
727,JAGUAS253_20121114_113107.wav,Call bird 2,5792.179544588415,5534.033203125,7385.888671875,0.59155,0.01563,0.027101,-15.874,0.60659,-0.072456,0.76509,-16.222,1.1148,-0.72929,-0.097313,-16.031,0.81101,-0.86382,-0.040657,-0.14449,0.073154,-0.29315,-0.022586,0.23447,-0.1594,-0.023221,-0.34067,6869.050189639791,487.5905122667961,0.5523778200149536,0.2670294784580491,1851.85546875
731,JAGUAS253_20121114_113107.wav,Coereba flaveola,6179.294016768292,5426.3671875,10163.671875,1.5663,-0.39331,-0.065654,1.3292,1.398,-0.3149,-0.16705,1.409,1.2966,-0.10508,-0.057679,0.88,1.8352,-0.59003,0.012417,-0.021249,0.089639,-0.065572,0.026024,-0.45722,0.35348,-0.28168,0.085745,7936.147874880367,791.7470192148827,0.3745413720607758,1.544126984126985,4737.3046875
